,Mkt-RF,SMB,HML,RMW,CMA,Rf
20220210,-1.69,0.03,1.23,-0.56,0.32,1.74
20220211,-1.92,0.91,2.12,-0.21,1.44,1.78
20220214,-0.35,0.09,-0.59,0.69,-0.18,1.86
20220215,1.87,1.03,-1.41,-0.66,-0.84,1.94
20220216,-0.02,0.03,0.32,0.6,0.41,1.98
20220217,-2.28,-0.04,1.08,0.85,1.46,2.00
20220218,-0.87,0.1,0.94,1.06,0.41,2.14
20220222,-1.18,-0.35,0.09,-0.06,0.14,2.15
20220223,-1.96,0.06,1.26,0.01,1.05,2.19
20220224,1.89,0.72,-3.86,-1.79,-1.73,2.20
20220225,2.23,-0.15,1.23,0.37,-0.2,2.14
20220228,0.05,0.39,-0.48,-0.82,0.29,2.32
20220301,-1.56,-0.28,-0.82,-0.41,0.56,2.38
20220302,1.81,0.61,1.32,0.53,0.41,2.32
20220303,-0.88,-0.21,1.51,1.23,1.22,2.34
20220304,-1.1,-0.52,0.69,0.37,1.22,2.48
20220307,-3.12,0.72,0.9,-0.69,1.35,2.46
20220308,-0.52,0.96,0.35,-1.09,-0.25,2.41
20220309,2.79,0.01,-2.11,-0.41,-1.56,2.35
20220310,-0.47,0.3,1.17,-0.32,0.35,2.32
20220311,-1.49,-0.13,1.78,0.99,0.6,2.39
20220314,-1.06,-0.83,1.74,2.18,0.05,2.42
20220315,2.15,-0.49,-2.39,0.77,-1,2.54
20220316,2.61,0.44,-1.82,-1.15,-1.52,2.61
20220317,1.43,0.16,-1.09,-1.59,-0.14,2.66
20220318,1.33,-0.19,-1.85,-0.54,-0.8,2.72
20220321,-0.17,-0.94,1.6,-0.18,1.57,2.79
20220322,1.31,-0.22,-1.15,-0.81,-1.01,2.72
20220323,-1.25,-0.61,0.39,-0.5,1.55,2.70
20220324,1.42,-0.32,-0.78,-0.47,-0.18,2.83
20220325,0.27,-0.31,2.19,0.2,1.33,2.85
20220328,0.73,-0.87,-1.71,0.5,-1.19,2.93
20220329,1.45,1.2,-1.94,-0.34,-0.98,2.85
20220330,-0.83,-1.13,0.42,0.4,0.92,2.90
20220331,-1.55,0.62,-0.43,-0.23,0.39,2.90
20220401,0.39,0.57,-0.58,-0.91,0.05,2.81
20220404,0.94,-0.54,-1.87,-0.78,-0.66,2.77
20220405,-1.55,-0.72,0.82,0.69,0.17,2.82
20220406,-1.24,-0.31,1.09,0.24,0.85,2.85
20220407,0.33,-0.61,-0.13,0.38,0.34,2.89
20220408,-0.39,-0.53,2.24,0.36,1.04,2.99
20220411,-1.54,0.62,1.06,0.44,0.06,2.97
20220412,-0.29,0.57,0.46,-0.26,1.05,2.93
20220413,1.4,0.62,-0.7,-1,0.02,3.05
20220414,-1.28,0.32,1.41,0.18,0.94,3.12
20220418,-0.21,-0.57,1.81,0.76,0.63,3.05
20220419,1.77,0.4,-0.94,0.54,-1.27,2.99
20220420,-0.28,0.48,1.26,0.76,1.13,2.91
20220421,-1.76,-0.55,0.38,1.75,0.4,2.84
20220422,-2.74,0.26,-0.17,-0.12,-0.22,2.93
20220425,0.71,0.12,-1.84,0.11,-1.06,2.88
20220426,-3,-0.36,1.78,0.23,1.22,2.98
20220427,0.12,-0.57,0.35,0.15,0.8,2.89
20220428,2.44,-0.51,-0.44,0.46,0.09,2.84
20220429,-3.53,0.87,0.59,-0.24,0.66,2.78
20220502,0.8,0.39,-1.15,-0.62,-1.34,2.86
20220503,0.41,0.15,1.64,0,1.15,2.76
20220504,3,-0.53,0.34,0.07,0.07,2.75
20220505,-3.8,-0.25,2.37,0.61,1.17,2.75
20220506,-0.85,-1.02,1.79,1.01,1.36,2.74
20220509,-3.54,-0.03,1.31,4.21,-0.3,2.85
20220510,0.2,-0.49,-1.24,-0.66,0.31,2.94
20220511,-1.95,-0.59,2.59,0.7,0.95,2.92
20220512,0.17,1.21,-1.24,-0.37,-1.1,2.96
20220513,2.76,0.37,-2.16,-2.13,-0.69,3.04
20220516,-0.6,0.09,1.34,0.19,1.33,2.98
20220517,2.15,0.94,-0.04,-0.69,-0.32,3.03
20220518,-4.04,0.46,1.54,-0.54,0.35,3.04
20220519,-0.34,0.39,-0.77,-1.19,-0.86,3.15
20220520,-0.05,-0.13,-0.19,-0.11,0.16,3.43
20220523,1.74,-0.93,1.32,-0.03,1.02,3.49
20220524,-1.23,-0.48,1.85,1.43,1.14,3.33
20220525,1.22,0.75,0.2,-0.56,0.01,3.28
20220526,2.18,0.01,-0.59,-0.14,-0.31,3.25
20220527,2.58,0.01,-1.24,-0.63,-0.26,3.31
20220531,-0.71,-0.37,0.4,0.78,-0.24,3.16
20220601,-0.75,0.25,0.72,-0.24,1.08,3.09
20220602,2.09,0.41,-2.05,-0.43,-1.49,3.13
20220603,-1.63,1.02,0.52,-0.8,0.45,3.20
20220606,0.33,0.04,0.69,0.5,0.18,3.20
20220607,0.99,0.19,-0.15,-1.58,0.66,3.10
20220608,-1.02,-0.26,-0.54,-0.69,-0.24,2.98
20220609,-2.44,0.45,0.24,0.86,0.15,2.88
20220610,-3,0.27,0.62,0.31,0.5,2.82
20220613,-4.13,-0.46,0.61,1.7,-0.36,2.93
20220614,-0.25,0.1,0.13,0.12,0.04,3.01
20220615,1.55,-0.01,-1.68,-0.21,-1.14,3.09
20220616,-3.52,-1.08,0,0.6,-0.64,2.99
20220617,0.46,0.73,-2.63,0.38,-2.02,2.96
20220621,2.38,-0.84,0.26,-0.91,0,2.91
20220622,-0.19,0.04,-1.79,0.63,-1.61,2.96
20220623,1.13,0.32,-3.87,0.5,-1.88,2.93
20220624,3.11,-0.42,-0.03,0.11,-0.33,2.96
20220627,-0.28,0.76,1.26,-0.3,1.29,3.01
20220628,-2.09,0.04,2.36,-0.7,1.3,3.04
20220629,-0.2,-0.58,-1.32,1.09,-0.86,2.91
20220630,-0.96,0.51,-0.15,0.9,-0.16,2.77
20220701,1.14,-0.02,0.11,-0.75,-0.07,2.81
20220705,0.48,1.12,-3.35,-1.74,-2.15,2.81
20220706,0.17,-0.89,-0.73,0.05,-0.31,2.78
20220707,1.77,0.89,-0.96,-0.84,-1.32,2.68
20220708,-0.07,0.07,-0.07,-0.25,-0.21,2.67
20220711,-1.39,-0.99,1.59,1.71,1.26,2.60
20220712,-0.88,0.85,0.52,0.1,0.83,2.75
20220713,-0.39,0.43,-0.38,0.04,-0.33,2.73
20220714,-0.41,-0.47,-1.01,0.78,-0.03,2.68
20220715,1.95,0.04,0.46,-0.22,-0.39,2.83
20220718,-0.71,0.37,1.02,0.14,-0.09,2.77
20220719,2.81,0.84,-0.54,-0.27,-0.59,2.80
20220720,0.89,1.08,-1.31,-1.48,-1.49,2.78
20220721,0.97,-0.33,-1.6,-0.25,-0.89,2.87
20220722,-1.19,-0.84,1.38,1.74,1.52,2.84
20220725,0.12,0.1,1.68,0.65,0.52,2.79
20220726,-1.32,0.34,1.06,0.57,1.16,2.82
20220727,2.72,0.16,-1.26,-0.2,-1.34,2.89
20220728,1.19,-0.04,-0.86,0.15,-0.88,2.88
20220729,1.45,-0.88,0.45,0.48,-1.17,2.98
20220801,-0.19,0.18,-0.26,0.17,0.35,3.03
20220802,-0.49,0.58,-1.4,-2.18,-0.46,3.05
20220803,1.67,0.28,-1.93,-1.49,-0.71,3.11
20220804,-0.06,0.41,-1.65,-1.3,-0.86,3.03
20220805,-0.04,0.94,-0.06,-1.27,-0.22,3.04
20220808,0,0.97,-0.08,-0.44,0.21,3.12
20220809,-0.68,-1.37,2.11,0.87,1.3,3.11
20220810,2.36,0.77,-1.59,-1.38,-1.36,3.15
20220811,-0.07,0.21,1.65,0.74,0.9,3.26
20220812,1.76,0.49,-0.73,-0.65,-0.53,3.20
20220815,0.38,-0.02,-0.62,-0.18,-0.01,3.33
20220816,0.19,-0.14,0.71,1.03,0.52,3.27
20220817,-0.93,-0.92,1.04,1.27,0.67,3.29
20220818,0.27,0.35,0.47,0.79,0.08,3.33
20220819,-1.5,-0.94,0.96,1.06,1.25,3.37
20220822,-2.14,-0.04,0.37,0.2,0.2,3.42
20220823,-0.11,0.11,0.33,-0.36,-0.19,3.41
20220824,0.4,0.52,-0.61,-1.43,-0.48,3.45
20220825,1.45,0.12,-0.01,0.15,-0.38,3.45
20220826,-3.37,-0.27,1.68,0.22,0.85,3.49
20220829,-0.72,-0.39,0.43,0.26,0.43,3.57
20220830,-1.11,-0.38,-0.24,-0.24,0.12,3.51
20220831,-0.74,0.23,-0.45,-0.62,-0.13,3.70
20220901,-0.01,-1.04,-0.3,0.62,0.55,3.69
20220902,-0.99,0.11,1.06,-0.06,0.27,3.88
20220906,-0.51,-0.54,-0.52,-0.17,-0.7,3.97
20220907,1.92,0.41,-1.53,-1.3,-0.54,3.72
20220908,0.78,-0.15,-0.2,-1.29,-1.01,3.76
20220909,1.67,0.38,-0.51,-0.1,-0.49,3.83
20220912,1.07,0.25,-0.17,-0.13,-0.13,3.67
20220913,-4.29,0.05,1.44,-0.31,0.9,3.62
20220914,0.45,-0.19,-0.28,-0.73,-0.42,3.76
20220915,-1.03,0.39,0.54,-0.36,0.24,3.83
20220916,-0.99,-0.75,0.85,1.69,0.95,3.89
20220919,0.72,-0.07,0.67,0.61,-0.07,3.93
20220920,-1.16,-0.3,0.04,-0.12,0.33,3.91
20220921,-1.68,0.33,0.08,0.38,0.1,3.97
20220922,-1.14,-1.16,0.41,1.16,0.9,4.00
20220923,-1.85,-0.47,-0.81,0.18,-0.26,4.02
20220926,-1.02,-0.05,-0.75,0.17,-0.42,4.01
20220927,-0.05,0.58,-0.93,-0.62,-0.9,4.14
20220928,2.15,0.92,-0.33,-0.86,-0.71,4.24
20220929,-2.17,-0.28,0.86,0.43,0.5,4.21
20220930,-1.42,0.59,0.26,-0.66,-0.09,4.25
20221003,2.55,0.01,0.69,0.9,0.37,4.10
20221004,3.3,0.72,-0.06,-1.04,-0.29,4.04
20221005,-0.22,-0.37,0.06,0.35,0.16,3.96
20221006,-0.86,0.46,0.13,-0.12,-0.46,4.02
20221007,-2.91,-0.23,1.68,0.97,1.46,4.10
20221010,-0.81,0.24,0.76,1.52,0.4,4.07
20221011,-0.7,0.61,0.32,0.57,0.64,4.10
20221012,-0.28,0.02,0.02,-0.02,0,4.14
20221013,2.4,-0.26,1.57,0.54,0.96,4.17
20221014,-2.46,-0.21,1.2,0.53,1.57,4.22
20221017,2.74,0.38,-1.42,-1.01,-1.19,4.14
20221018,1.19,-0.13,0.01,-0.43,0.03,4.12
20221019,-0.87,-1.2,1.21,0.69,0.78,3.82
20221020,-0.8,-0.33,-0.43,-0.61,0.11,3.88
20221021,2.3,-0.05,0.11,0.61,-0.22,3.80
20221024,1.03,-0.63,0.45,1.16,0.49,3.67
20221025,1.78,1.02,-1.52,-1.18,-1.24,3.77
20221026,-0.66,0.7,0.89,-0.8,0.68,3.82
20221027,-0.54,0.43,1.09,-0.37,0.51,3.83
20221028,2.32,0.05,-0.34,0.38,0.62,3.76
20221031,-0.67,0.47,0.75,-0.21,0.49,3.71
20221101,-0.35,0.44,0.78,-0.03,0.4,3.68
20221102,-2.67,-0.87,1.6,0.21,1.05,3.69
20221103,-1.03,0.39,0.32,-0.15,0.06,3.75
20221104,1.16,-0.26,1.28,2.18,0.62,3.68
20221107,0.87,-0.34,0.61,1.06,0.95,3.53
20221108,0.5,-0.55,-0.36,-0.19,0.06,3.51
20221109,-2.25,-0.51,0.55,0.94,1.07,3.60
20221110,5.68,1.01,-3.1,-0.65,-2.74,3.51
20221111,1.07,0.17,-1.07,-0.88,-1.14,3.42
20221114,-0.95,-0.25,0.27,0.54,0.43,3.48
20221115,1.03,0.46,-0.71,-0.49,-0.51,3.57
20221116,-1.04,-1.07,0.56,1.19,0.92,3.61
20221117,-0.42,-0.29,0.58,1.37,0.75,3.51
20221118,0.4,-0.09,0.09,0.4,0.62,3.49
20221121,-0.53,-0.21,0.99,0.48,1.1,3.44
20221122,1.36,-0.38,0.43,0.72,-0.23,3.48
20221123,0.63,-0.24,-0.94,-0.74,-0.57,3.57
20221125,-0.02,0.27,0.43,-0.17,0.14,3.69
20221128,-1.55,-0.47,-0.2,0.3,0.29,3.68
20221129,-0.18,0.34,1.02,0.2,0.47,3.67
20221130,3.12,-0.15,-2.07,-0.77,-1.41,3.75
20221201,-0.03,0.04,-0.69,-0.32,-0.32,3.84
20221202,-0.08,0.84,-0.55,-0.41,0.32,3.88
20221205,-2.02,-0.54,-0.52,0.88,0.97,3.83
20221206,-1.51,-0.02,1.15,0.81,0.71,3.88
20221207,-0.24,-0.17,-0.34,0.09,-0.21,3.79
20221208,0.76,-0.09,-1.22,-0.57,-0.64,3.69
20221209,-0.8,-0.53,0.35,0.23,0.14,3.71
20221212,1.41,-0.29,-0.16,-0.24,-0.13,3.55
20221213,0.66,0.08,-0.74,-0.28,-0.58,3.53
20221214,-0.56,0.03,-0.44,-0.14,-0.09,3.61
20221215,-2.57,-0.12,1.37,0.26,0.37,3.54
20221216,-1.02,0.55,0.18,-0.06,0.4,3.43
20221219,-1.01,-0.61,1.23,0.66,1.18,3.49
20221220,0.13,0.24,0.25,-0.5,0.46,3.53
20221221,1.52,0.14,-0.13,0.36,-0.27,3.37
20221222,-1.52,0.21,0.36,-0.07,0.87,3.39
20221223,0.51,-0.34,1.16,0.86,0.46,3.48
20221227,-0.51,-0.43,1.43,1.15,1.22,3.52
20221228,-1.24,-0.29,-0.29,-0.97,-0.04,3.46
20221229,1.87,1.04,-1.07,-1.02,-0.82,3.46
20221230,-0.22,0.13,-0.03,-0.53,0.01,3.49
20230103,-0.48,0.05,-0.12,0.25,0.51,3.52
20230104,0.81,0.56,0.05,-0.78,-0.02,3.55
20230105,-1.14,0.14,1.22,0.78,0.8,3.52
20230106,2.21,-0.01,0.05,0.85,0.14,3.39
20230109,0.04,0.34,-1.24,-0.69,-1.01,3.40
20230110,0.8,0.87,-0.56,-0.46,-0.47,3.53
20230111,1.26,0.02,-0.82,-0.17,-1.02,3.63
20230112,0.46,1.4,-0.3,-1.11,-0.51,3.67
20230113,0.46,0.23,-0.29,-0.21,-0.26,3.63
20230117,-0.18,-0.03,-0.52,-0.61,-0.4,3.67
20230118,-1.55,0.03,-0.7,0.33,-0.09,3.74
20230119,-0.86,-0.09,0.84,0.57,0.66,3.72
20230120,1.95,-0.03,-0.7,-0.19,-0.73,3.77
20230123,1.29,-0.04,-1,-0.48,-1,3.81
20230124,-0.16,-0.17,0.2,-0.23,0.37,3.86
20230125,0,0.13,0.65,0.04,0.22,3.82
20230126,1.08,-0.62,0.02,-0.19,-0.34,3.95
20230127,0.36,0.33,-1.15,-0.64,-1.2,3.93
20230130,-1.38,0.04,0.72,0.41,0.82,3.88
20230131,1.58,0.94,-0.07,-0.06,-0.51,3.95
20230201,1.19,0.63,-1.67,-0.2,-1.09,3.92
20230202,1.54,1.16,-2.07,-0.23,-1.65,3.92
20230203,-1.08,0.37,0.95,1.02,0.97,4.01
20230206,-0.73,-0.8,0.41,-0.27,0.41,4.08
20230207,1.24,-0.51,-0.04,0.32,-0.36,3.97
20230208,-1.18,-0.68,0.72,-0.33,-0.05,3.98
20230209,-0.95,-0.61,0.2,0.31,0.41,3.97
20230210,0.11,-0.31,1.54,0.61,0.86,3.98
20230213,1.14,0.09,-0.73,0.46,-0.28,3.93
20230214,0.12,-0.05,-0.67,-0.68,-0.9,3.70
20230215,0.51,0.73,-0.9,-1.12,-1.01,3.55
20230216,-1.37,0.22,0.97,0.84,0.87,3.64
20230217,-0.28,0.65,-0.15,0.16,0.52,3.51
20230221,-2.16,-1.15,0.87,0.36,0.77,3.56
20230222,-0.04,0.45,-0.43,-0.37,-0.39,3.39
20230223,0.46,0.1,-0.24,-0.01,-0.38,3.47
20230224,-1.09,-0.27,1.24,0.25,0.38,3.59
20230227,0.31,0.05,-0.28,0.06,-0.4,3.48
20230228,-0.26,0.53,-0.71,-0.57,-0.16,3.38
20230301,-0.42,0.4,0.62,0.2,0.61,3.38
20230302,0.67,-0.5,-0.41,-0.14,0.18,3.53
20230303,1.61,-0.08,-0.52,-0.35,-0.65,3.55
20230306,-0.13,-1.61,-0.09,0.32,-0.13,3.57
20230307,-1.45,0.62,-0.66,-0.11,-0.17,3.55
20230308,0.08,0.08,-0.39,0.38,-0.13,3.48
20230309,-2.02,-0.68,-0.67,1.03,0.63,3.43
20230310,-1.68,-1.38,0.81,0.98,1.07,3.35
20230313,-0.34,-1.17,-3.52,-0.99,-0.61,3.30
20230314,1.71,0,-0.4,-0.22,-0.44,3.30
20230315,-0.79,-0.52,-1.82,0.35,-0.43,3.39
20230316,1.76,0.01,-0.19,0.07,-0.71,3.41
20230317,-1.21,-1.06,-1.56,0.27,-0.24,3.43
20230320,0.84,-0.36,0.74,0.52,0.71,3.41
20230321,1.49,0.47,0.67,-0.26,-1.07,3.45
20230322,-1.74,-0.81,-0.47,0.79,0.2,3.52
20230323,0.21,-0.44,-1.54,0.06,-0.84,3.60
20230324,0.46,0.17,0.72,0.36,0.38,3.58
20230327,0.27,0.51,1.01,-0.27,0.36,3.60
20230328,-0.17,-0.02,0.75,0.09,0.54,3.54
20230329,1.39,-0.35,-0.53,-0.89,-0.52,3.57
20230330,0.5,-0.62,-0.58,0.21,-0.11,3.52
20230331,1.53,0.51,-0.77,-0.45,-0.77,3.40
20230403,0.28,-0.19,0.78,0.51,0.71,3.43
20230404,-0.72,-1.13,-0.73,0,0,3.53
20230405,-0.4,-1.01,1.4,0.79,1.17,3.44
20230406,0.34,-0.03,-0.53,-0.41,-0.14,3.59
20230410,0.2,0.86,0.28,-0.06,-0.11,3.44
20230411,0.06,0.71,0.58,0.06,0.12,3.38
20230412,-0.51,-0.43,0.37,0.49,0.4,3.37
20230413,1.39,0.16,-1.17,-0.21,-0.68,3.44
20230414,-0.23,-0.76,0.2,0.61,0.11,3.52
20230417,0.33,0.7,-0.2,-1.3,-0.26,3.53
20230418,0.04,-0.4,-0.29,-0.02,0.18,3.43
20230419,-0.04,0.26,0.39,-0.02,0.12,3.39
20230420,-0.61,0.12,-0.26,0.72,0.48,3.46
20230421,0.08,0.09,-0.91,-0.61,-0.1,3.50
20230424,0,-0.27,0.48,0.65,0.29,3.54
20230425,-1.76,-0.83,0.11,0.44,0.88,3.57
20230426,-0.41,-0.05,-0.76,0.04,-0.33,3.65
20230427,1.85,-0.6,0,0.46,-0.2,3.70
20230428,0.77,0.22,0.18,0.11,0.22,3.72
20230501,-0.02,0.17,-0.79,-0.51,0.18,3.70
20230502,-1.28,-0.73,-1.39,0.69,0.04,3.73
20230503,-0.56,0.87,-1.02,-0.9,-0.43,3.83
20230504,-0.78,-0.47,-1,-0.55,-0.27,3.80
20230505,1.9,0.5,0.61,0.24,-0.64,3.69
20230508,0.08,-0.38,-0.27,-0.54,-0.39,3.64
20230509,-0.43,0.11,-0.05,-0.37,-0.39,3.61
20230510,0.43,0.2,-1.31,-0.07,-0.78,3.69
20230511,-0.21,-0.51,-0.07,0.86,0.11,3.69
20230512,-0.22,-0.11,0.35,0.4,0.47,3.70
20230515,0.47,0.78,0.01,-0.74,-0.46,3.79
20230516,-0.72,-0.45,-0.47,0.75,-0.1,3.73
20230517,1.32,0.85,1.18,-0.39,-0.28,3.75
20230518,0.99,-0.23,-0.38,0.15,-0.7,3.73
20230519,-0.26,-0.39,-0.31,-0.02,0.18,3.84
20230522,0.17,1.11,-0.22,-1.24,-0.91,3.83
20230523,-1.09,0.61,1.05,0.21,0.18,3.72
20230524,-0.72,-0.39,-0.19,-0.03,-0.05,3.77
20230525,0.64,-1.09,-1.09,1.34,-1.23,3.74
20230526,1.32,-0.29,-0.87,-0.26,-0.53,3.72
20230530,-0.01,-0.25,-0.41,-0.36,-0.97,3.80
20230531,-0.6,-0.25,-1.13,-0.95,0.08,3.74
20230601,1.02,0.05,-0.07,-0.12,-0.38,3.72
20230602,1.62,1.74,1.65,0.42,0.75,3.77
20230605,-0.26,-1.09,-0.74,-0.6,-0.4,3.71
20230606,0.47,2.25,1.32,-0.18,-0.41,3.85
20230607,-0.36,1.89,2.25,0.73,1.28,3.81
20230608,0.59,-0.77,-1.15,-0.16,-0.49,3.86
20230609,0.03,-0.79,-0.4,0.06,-0.23,3.95
20230612,0.94,-0.27,-1.39,-0.22,-0.78,4.05
20230613,0.74,0.52,0.07,-0.55,-0.51,4.06
20230614,-0.04,-1.06,-0.92,0.63,-0.24,4.01
20230615,1.22,-0.36,0.06,0.22,-0.09,3.99
20230616,-0.45,-0.51,0.22,0.16,0.33,3.86
20230620,-0.49,0.21,-0.66,-0.11,-0.51,3.76
20230621,-0.56,0.29,0.55,0.59,0.86,3.83
20230622,0.32,-0.96,-1.23,0.25,-0.52,3.81
20230623,-0.84,-0.6,0.07,0.27,0.06,3.80
20230626,-0.48,-0.01,1.3,0.63,0.67,3.75
20230627,1.21,0.32,-0.52,0.25,-0.72,3.85
20230628,0.04,0.47,-0.42,-0.62,-0.42,3.84
20230629,0.44,0.75,0.76,0.57,0.46,3.86
20230630,1.14,-0.73,-0.77,-0.1,-0.29,3.91
20230703,0.15,0.27,1.07,0.16,0.12,3.86
20230705,-0.29,-1.07,-0.26,-0.29,0,4.01
20230706,-0.95,-0.59,-0.68,0.58,0.06,3.96
20230707,-0.12,1.3,1.22,-0.22,0.19,3.97
20230710,0.37,1.24,0,-1.01,0.54,4.05
20230711,0.76,0.18,0.49,-0.22,0.3,4.08
20230712,0.74,0.37,0.44,-0.31,-0.44,4.20
20230713,0.9,-0.07,-0.1,-0.17,-0.67,4.05
20230714,-0.25,-0.7,-1.51,0.43,-0.55,4.09
20230717,0.49,0.64,-0.27,-0.39,-0.06,4.02
20230718,0.78,0.44,1.09,0.63,-0.44,4.00
20230719,0.25,0.26,1.32,0.15,0.19,4.09
20230720,-0.81,-0.35,0.64,0.44,1.47,4.16
20230721,-0.05,-0.38,-0.36,-0.15,0.11,4.19
20230724,0.31,-0.03,0.77,0.95,-0.22,4.21
20230725,0.25,-0.23,-0.79,0.49,-0.4,4.28
20230726,0.02,0.86,1.03,-0.36,0.65,4.30
20230727,-0.75,-0.81,0.29,0.39,0.11,4.26
20230728,1.14,0.43,-0.35,-0.75,-0.4,4.34
20230731,0.26,0.99,-0.08,-0.96,0.07,4.34
20230801,-0.35,-0.11,0.3,0.19,-0.28,4.19
20230802,-1.49,-0.05,0.6,0.68,0.69,4.23
20230803,-0.19,0.02,0.08,0.31,-0.35,4.25
20230804,-0.49,0.08,0.76,-0.17,-0.66,4.20
20230807,0.77,-1.09,0.59,0.65,-0.1,4.12
20230808,-0.47,0.1,0.14,0.47,0.03,4.12
20230809,-0.78,-0.01,-0.06,0.87,0.02,4.09
20230810,0.01,-0.46,-0.66,-0.02,-0.05,4.18
20230811,-0.11,0.24,0.46,-0.2,0.39,4.27
20230814,0.51,-0.84,-0.8,0.1,-0.65,4.30
20230815,-1.18,0,-1.04,0.2,0.04,4.27
20230816,-0.81,-0.48,-0.13,0.38,0.02,4.26
20230817,-0.87,-0.17,0.49,0.48,0.16,4.29
20230818,0.04,0.41,-0.22,0.07,-0.11,4.27
20230821,0.64,-0.87,-0.6,0.19,-0.88,4.25
20230822,-0.32,-0.02,-1.04,-0.33,-0.21,4.29
20230823,1.08,-0.22,-0.11,-0.38,-0.25,4.33
20230824,-1.43,0.01,0.62,0.51,0.4,4.32
20230825,0.65,-0.23,-0.57,-0.35,-0.17,4.37
20230828,0.63,0.09,0.41,0.26,0.03,4.35
20230829,1.5,-0.08,-0.11,-0.04,-0.44,4.49
20230830,0.41,0.09,-0.46,-0.42,-0.03,4.44
20230831,-0.08,-0.19,0.22,0.07,-0.26,4.55
20230901,0.26,0.84,0.58,-0.03,-0.2,4.56
20230905,-0.54,-1.58,-0.86,-0.3,-0.47,4.61
20230906,-0.71,0.01,-0.18,-0.45,0.1,4.59
20230907,-0.4,-0.69,0.03,-0.2,0.02,4.59
20230908,0.12,-0.51,0.4,0.28,0.01,4.69
20230911,0.66,-0.47,-0.54,-0.49,-0.33,4.81
20230912,-0.59,0.21,0.99,0.25,0.23,4.73
20230913,0.03,-0.87,-0.22,0.25,-0.36,4.72
20230914,0.84,0.49,0.86,0.82,0.02,4.78
20230915,-1.21,0.21,0.25,-0.33,0.5,4.66
20230918,-0.04,-0.82,-0.19,0.2,-0.05,4.58
20230919,-0.27,-0.11,0,0.32,0.31,4.70
20230920,-0.95,-0.05,0.26,0.27,0.49,4.63
20230921,-1.69,0.34,0.38,0.56,0.13,4.71
20230922,-0.25,-0.09,-0.51,0.18,-0.19,4.83
20230925,0.39,-0.06,0.33,0.58,-0.46,4.91
20230926,-1.46,0.36,-0.51,-0.34,-0.07,4.98
20230927,0.13,0.78,0.1,0.19,-0.28,4.93
20230928,0.65,0.19,0.04,0.43,-0.03,4.86
20230929,-0.27,-0.02,0.31,-0.19,-0.15,4.83
20231002,-0.14,-1.28,-1.05,0.87,-0.52,4.95
20231003,-1.5,-0.26,-0.15,0.3,0.14,4.86
20231004,0.77,-0.53,-0.37,-0.39,-0.33,4.84
20231005,-0.15,0.28,0.09,-0.46,-0.12,4.88
20231006,1.21,-0.44,-0.55,-0.31,-0.52,4.88
20231009,0.59,-0.16,0.26,0.82,-0.37,4.77
20231010,0.61,0.33,0.62,-0.24,0.19,4.67
20231011,0.32,-0.65,0.38,0.64,-0.25,4.57
20231012,-0.81,-1.5,0.11,1.19,-0.22,4.67
20231013,-0.59,-0.35,0.05,0.08,0.46,4.58
20231016,1.14,0.58,-0.1,-0.36,-0.02,4.49
20231017,0.09,1.05,0.68,-0.1,0.32,4.62
20231018,-1.47,-0.61,-0.17,0.87,0.46,4.61
20231019,-0.92,-0.54,-0.22,-0.05,0.01,4.63
20231020,-1.32,0.09,-0.15,0.2,0.36,4.44
20231023,-0.23,-0.58,-0.77,0.18,-0.43,4.53
20231024,0.71,0.09,-0.58,-0.91,0.15,4.45
20231025,-1.58,-0.02,0.85,1.48,0.21,4.44
20231026,-1.15,1.18,1.68,-0.76,0.47,4.42
20231027,-0.53,-0.58,-0.58,0.43,-0.96,4.41
20231030,1.15,-0.33,0.28,-0.15,0.17,4.42
20231031,0.63,0.05,-0.07,-0.85,0.06,4.47
20231101,0.93,-0.68,-0.02,0.12,-0.71,4.39
20231102,1.95,0.71,1.64,-0.23,0.53,4.34
20231103,1.1,1.73,0.6,-1.19,0.18,4.27
20231106,0.01,-1.22,-0.66,0.87,-0.2,4.37
20231107,0.35,-0.41,-1.2,-1.26,-0.05,4.22
20231108,-0.04,-1.01,-0.46,0.45,0.04,4.28
20231109,-0.89,-1.01,0.5,0.53,-0.3,4.18
20231110,1.49,-0.61,-0.45,0.74,-0.37,4.12
20231113,-0.05,0.06,-0.26,-0.29,-0.17,4.14
20231114,2.18,3.23,1.19,-0.98,-0.24,4.23
20231115,0.18,0.13,0.5,-0.13,0.5,4.23
20231116,-0.11,-1.5,-0.3,-0.45,-0.37,4.20
20231117,0.25,1.22,0.62,0.03,0.36,4.04
20231120,0.73,-0.11,-0.28,-0.3,-0.31,3.92
20231121,-0.32,-0.96,-0.62,0.42,-0.03,3.91
20231122,0.42,0.19,-0.04,-0.38,0.01,3.95
20231124,0.11,0.63,0.18,-0.51,0.23,3.93
20231127,-0.23,-0.14,-0.08,0.13,-0.25,3.86
20231128,0.06,-0.3,0.05,-0.16,0.03,3.89
20231129,0.01,0.58,0.69,-0.76,-0.06,3.90
20231130,0.35,-0.4,0.01,-0.11,0.18,3.89
20231201,0.82,2.23,1.07,-0.37,0.57,3.79
20231204,-0.44,1.51,0.5,-0.44,0.77,3.84
20231205,-0.21,-1.05,-0.85,0.18,-0.41,3.88
20231206,-0.39,0.36,0.33,-0.22,0.27,
20231207,0.81,0.09,0.49,0.08,-0.19,
